Entity ID,Area of Interest,Map Projection,Sensor,Begin Date,End Date,Agency,Platform,Comments,Version,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Week Start
EMUSA20140805201408116,CONUS,Lambert Azimuthal Equal Area,MODIS,2014-08-05 05:00:00+00:00,2014-08-11 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20140805201408116,2014-08-04
EMUSA20140812201408186,CONUS,Lambert Azimuthal Equal Area,MODIS,2014-08-12 05:00:00+00:00,2014-08-18 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20140812201408186,2014-08-11
EMUSA20140819201408256,CONUS,Lambert Azimuthal Equal Area,MODIS,2014-08-19 05:00:00+00:00,2014-08-25 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20140819201408256,2014-08-18
EMUSA20140826201409016,CONUS,Lambert Azimuthal Equal Area,MODIS,2014-08-26 05:00:00+00:00,2014-09-01 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20140826201409016,2014-08-25
EMUSA20140902201409086,CONUS,Lambert Azimuthal Equal Area,MODIS,2014-09-02 05:00:00+00:00,2014-09-08 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20140902201409086,2014-09-01
EMUSA20140909201409156,CONUS,Lambert Azimuthal Equal Area,MODIS,2014-09-09 05:00:00+00:00,2014-09-15 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20140909201409156,2014-09-08
EMUSA20140916201409226,CONUS,Lambert Azimuthal Equal Area,MODIS,2014-09-16 05:00:00+00:00,2014-09-22 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20140916201409226,2014-09-15
EMUSA20140923201409296,CONUS,Lambert Azimuthal Equal Area,MODIS,2014-09-23 05:00:00+00:00,2014-09-29 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20140923201409296,2014-09-22
EMUSA20140930201410066,CONUS,Lambert Azimuthal Equal Area,MODIS,2014-09-30 05:00:00+00:00,2014-10-06 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20140930201410066,2014-09-29
EMUSA20141007201410136,CONUS,Lambert Azimuthal Equal Area,MODIS,2014-10-07 05:00:00+00:00,2014-10-13 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20141007201410136,2014-10-06
EMUSA20141014201410206,CONUS,Lambert Azimuthal Equal Area,MODIS,2014-10-14 05:00:00+00:00,2014-10-20 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20141014201410206,2014-10-13
EMUSA20141021201410276,CONUS,Lambert Azimuthal Equal Area,MODIS,2014-10-21 05:00:00+00:00,2014-10-27 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20141021201410276,2014-10-20
EMUSA20141028201411036,CONUS,Lambert Azimuthal Equal Area,MODIS,2014-10-28 05:00:00+00:00,2014-11-03 00:00:00-06,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20141028201411036,2014-10-27
EMUSA20141104201411106,CONUS,Lambert Azimuthal Equal Area,MODIS,2014-11-04 06:00:00+00:00,2014-11-10 00:00:00-06,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20141104201411106,2014-11-03
EMUSA20141111201411176,CONUS,Lambert Azimuthal Equal Area,MODIS,2014-11-11 06:00:00+00:00,2014-11-17 00:00:00-06,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20141111201411176,2014-11-10
EMUSA20141118201411246,CONUS,Lambert Azimuthal Equal Area,MODIS,2014-11-18 06:00:00+00:00,2014-11-24 00:00:00-06,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20141118201411246,2014-11-17
EMUSA20141125201412016,CONUS,Lambert Azimuthal Equal Area,MODIS,2014-11-25 06:00:00+00:00,2014-12-01 00:00:00-06,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20141125201412016,2014-11-24
EMUSA20141202201412086,CONUS,Lambert Azimuthal Equal Area,MODIS,2014-12-02 06:00:00+00:00,2014-12-08 00:00:00-06,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20141202201412086,2014-12-01
EMUSA20141209201412156,CONUS,Lambert Azimuthal Equal Area,MODIS,2014-12-09 06:00:00+00:00,2014-12-15 00:00:00-06,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20141209201412156,2014-12-08
EMUSA20141216201412226,CONUS,Lambert Azimuthal Equal Area,MODIS,2014-12-16 06:00:00+00:00,2014-12-22 00:00:00-06,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20141216201412226,2014-12-15
EMUSA20141223201412296,CONUS,Lambert Azimuthal Equal Area,MODIS,2014-12-23 06:00:00+00:00,2014-12-29 00:00:00-06,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20141223201412296,2014-12-22
EMUSA20141230201501056,CONUS,Lambert Azimuthal Equal Area,MODIS,2014-12-30 06:00:00+00:00,2015-01-05 00:00:00-06,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20141230201501056,2014-12-29
EMUSA20150106201501126,CONUS,Lambert Azimuthal Equal Area,MODIS,2015-01-06 06:00:00+00:00,2015-01-12 00:00:00-06,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20150106201501126,2015-01-05
EMUSA20150113201501196,CONUS,Lambert Azimuthal Equal Area,MODIS,2015-01-13 06:00:00+00:00,2015-01-19 00:00:00-06,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20150113201501196,2015-01-12
EMUSA20150120201501266,CONUS,Lambert Azimuthal Equal Area,MODIS,2015-01-20 06:00:00+00:00,2015-01-26 00:00:00-06,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20150120201501266,2015-01-19
EMUSA20150127201502026,CONUS,Lambert Azimuthal Equal Area,MODIS,2015-01-27 06:00:00+00:00,2015-02-02 00:00:00-06,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20150127201502026,2015-01-26
EMUSA20150203201502096,CONUS,Lambert Azimuthal Equal Area,MODIS,2015-02-03 06:00:00+00:00,2015-02-09 00:00:00-06,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20150203201502096,2015-02-02
EMUSA20150210201502166,CONUS,Lambert Azimuthal Equal Area,MODIS,2015-02-10 06:00:00+00:00,2015-02-16 00:00:00-06,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20150210201502166,2015-02-09
EMUSA20150217201502236,CONUS,Lambert Azimuthal Equal Area,MODIS,2015-02-17 06:00:00+00:00,2015-02-23 00:00:00-06,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20150217201502236,2015-02-16
EMUSA20150224201503026,CONUS,Lambert Azimuthal Equal Area,MODIS,2015-02-24 06:00:00+00:00,2015-03-02 00:00:00-06,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20150224201503026,2015-02-23
EMUSA20150303201503096,CONUS,Lambert Azimuthal Equal Area,MODIS,2015-03-03 06:00:00+00:00,2015-03-09 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20150303201503096,2015-03-02
EMUSA20150310201503166,CONUS,Lambert Azimuthal Equal Area,MODIS,2015-03-10 05:00:00+00:00,2015-03-16 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20150310201503166,2015-03-09
EMUSA20150317201503236,CONUS,Lambert Azimuthal Equal Area,MODIS,2015-03-17 05:00:00+00:00,2015-03-23 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20150317201503236,2015-03-16
EMUSA20150324201503306,CONUS,Lambert Azimuthal Equal Area,MODIS,2015-03-24 05:00:00+00:00,2015-03-30 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20150324201503306,2015-03-23
EMUSA20150331201504066,CONUS,Lambert Azimuthal Equal Area,MODIS,2015-03-31 05:00:00+00:00,2015-04-06 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20150331201504066,2015-03-30
EMUSA20150407201504136,CONUS,Lambert Azimuthal Equal Area,MODIS,2015-04-07 05:00:00+00:00,2015-04-13 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20150407201504136,2015-04-06
EMUSA20150414201504206,CONUS,Lambert Azimuthal Equal Area,MODIS,2015-04-14 05:00:00+00:00,2015-04-20 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20150414201504206,2015-04-13
EMUSA20150421201504276,CONUS,Lambert Azimuthal Equal Area,MODIS,2015-04-21 05:00:00+00:00,2015-04-27 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20150421201504276,2015-04-20
EMUSA20150428201505046,CONUS,Lambert Azimuthal Equal Area,MODIS,2015-04-28 05:00:00+00:00,2015-05-04 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20150428201505046,2015-04-27
EMUSA20150505201505116,CONUS,Lambert Azimuthal Equal Area,MODIS,2015-05-05 05:00:00+00:00,2015-05-11 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20150505201505116,2015-05-04
EMUSA20150512201505186,CONUS,Lambert Azimuthal Equal Area,MODIS,2015-05-12 05:00:00+00:00,2015-05-18 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20150512201505186,2015-05-11
EMUSA20150519201505256,CONUS,Lambert Azimuthal Equal Area,MODIS,2015-05-19 05:00:00+00:00,2015-05-25 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20150519201505256,2015-05-18
EMUSA20150526201506016,CONUS,Lambert Azimuthal Equal Area,MODIS,2015-05-26 05:00:00+00:00,2015-06-01 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20150526201506016,2015-05-25
EMUSA20150602201506086,CONUS,Lambert Azimuthal Equal Area,MODIS,2015-06-02 05:00:00+00:00,2015-06-08 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20150602201506086,2015-06-01
EMUSA20150609201506156,CONUS,Lambert Azimuthal Equal Area,MODIS,2015-06-09 05:00:00+00:00,2015-06-15 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20150609201506156,2015-06-08
EMUSA20150616201506226,CONUS,Lambert Azimuthal Equal Area,MODIS,2015-06-16 05:00:00+00:00,2015-06-22 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20150616201506226,2015-06-15
EMUSA20150623201506296,CONUS,Lambert Azimuthal Equal Area,MODIS,2015-06-23 05:00:00+00:00,2015-06-29 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20150623201506296,2015-06-22
EMUSA20150630201507066,CONUS,Lambert Azimuthal Equal Area,MODIS,2015-06-30 05:00:00+00:00,2015-07-06 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20150630201507066,2015-06-29
EMUSA20150707201507136,CONUS,Lambert Azimuthal Equal Area,MODIS,2015-07-07 05:00:00+00:00,2015-07-13 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20150707201507136,2015-07-06
EMUSA20150714201507206,CONUS,Lambert Azimuthal Equal Area,MODIS,2015-07-14 05:00:00+00:00,2015-07-20 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20150714201507206,2015-07-13
EMUSA20150721201507276,CONUS,Lambert Azimuthal Equal Area,MODIS,2015-07-21 05:00:00+00:00,2015-07-27 00:00:00-05,USGS EROS,AQUA,acceptable,6,"38°44'12.72""N","97°12'06.84""W","48°24'11""N","128°31'48.21""W","46°42'17.64""N","65°23'40.74""W","22°28'45.81""N","75°24'58.87""W","23°35'01.53""N","119°58'20.24""W",38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20150721201507276,2015-07-20
